prompt,Q3_Health Problem,json_list,clusters,cluster_id,id
Q15_Resources,Obesity,"['Hospital Classes for Obesity', 'Community Needs Focused Resources', 'Community', 'New High School to provide gym, gym afterhours', 'Middle School Resources', 'Park in Middle Payson', 'Brand New High School Building', 'Recreational Options to Address Obesity', 'Walking Paths', 'Sports', 'Dance Studio', 'Other Activities', 'Activity Encouraging Parks and Trails', 'Out and About', 'Healthy Home Group', 'Family Meals with Other Families', 'Cooking Classes', 'Free Training', 'Holiday Events', '5K Events', 'Informal Opportunities', 'Specific Events, Races', 'Summer Triathlon', 'Non-Targeting', 'Parks & Greenspace', 'Strategic Plan', 'Master Plan', 'City Parks', 'Master Plan for Park Design (Resources)', 'Green Spaces', 'Location 1: Outdoor Areas', 'Nature', 'Outdoor Parks', 'Hospitals have Resources', 'Targeting Older Generation', 'Church Resources', 'Courts Switched to Pickleball', 'No Knowledge of Flu Vaccines', 'Nothing Specific Found', 'No Additional Resources', 'Only stated Resources', 'Limited Resources', 'Resources Not Obtained', 'Health Clinics', 'N/A', 'Nothing Specific to Mind', 'No Further Resources', 'No Specific Places', 'Nutrition Meal Prep Classes', 'Healthy Food Options at Store', 'Outdoor Programs', 'Topical Memory Problem', 'Market Used to be Called Sunflower', 'Do not know options', 'Lack of Resources', 'Not sure', 'Similar to Others', 'Lack of Information on Possible Vaccination Resources', 'Public Transport is Good', 'High Quality Transit System', 'Perceived Bus System in Provo', 'Uncertain about Value', 'Knowledge from Interaction', 'Examples', 'Unclear if Variety', 'No Ideas for Additional Local Resources', 'Trails Are Available', 'No Real Answer', 'Lack of Resources Known', 'No Specific Resources', 'No Specific Information on Flu in General Population', 'Nothing Useful Found', 'No Awareness of Existing Resources', 'Health Dept Provides Nutrition Classes', 'Chronic Disease Classes', 'Prevent Information Received', 'No Specific Resources Listed', 'Senior Center Resources', 'Recreation/Community Event Resources', 'Nutrition Programs', 'Recreation Activities', 'No Events in Eagle Mountain to Address It', 'Nothing -I’m not aware of', 'Lack of Resource Awareness', 'Sidewalks', 'Parks', 'PE', 'Uncertain about Specific Resources', 'Sidewalks', 'Sidewalks Not Up to Standard.', 'No Use of Health Resources', 'N/A', 'Junior High Sports Program', '[BLANK]', 'Not Answered', 'Obesity Initiatives', 'Nutrition and Physical Ed Provided by Community Resources', 'Health Professional Guidance', 'School Nutritional Education Programs', 'Community Recreational Activities', 'Lack of Funding for Public Facilities', 'Not Much Publically', 'Small Town Farming Characteristics', 'Question Not Relevant', 'N/A', 'Does Not Use', 'No Reasons', 'Lack of Local Resources', 'No Local Services', 'Physical Fitness/Exercise', 'Morning Routine', 'Impact']","['Community Needs Focused Resources', 'Middle School Resources', 'Informal Opportunities', 'Master Plan for Park Design (Resources)', 'Hospitals have Resources', 'Church Resources', 'No Additional Resources', 'Only stated Resources', 'Limited Resources', 'Resources Not Obtained', 'No Further Resources', 'Lack of Resources', 'Lack of Information on Possible Vaccination Resources', 'Knowledge from Interaction', 'No Ideas for Additional Local Resources', 'Lack of Resources Known', 'No Specific Resources', 'No Awareness of Existing Resources', 'Prevent Information Received', 'No Specific Resources Listed', 'Senior Center Resources', 'Recreation/Community Event Resources', 'Lack of Resource Awareness', 'Uncertain about Specific Resources', 'No Use of Health Resources', 'Nutrition and Physical Ed Provided by Community Resources', 'Lack of Local Resources']",0,Q15_Obe_0
Q15_Resources,Obesity,"['Hospital Classes for Obesity', 'Community Needs Focused Resources', 'Community', 'New High School to provide gym, gym afterhours', 'Middle School Resources', 'Park in Middle Payson', 'Brand New High School Building', 'Recreational Options to Address Obesity', 'Walking Paths', 'Sports', 'Dance Studio', 'Other Activities', 'Activity Encouraging Parks and Trails', 'Out and About', 'Healthy Home Group', 'Family Meals with Other Families', 'Cooking Classes', 'Free Training', 'Holiday Events', '5K Events', 'Informal Opportunities', 'Specific Events, Races', 'Summer Triathlon', 'Non-Targeting', 'Parks & Greenspace', 'Strategic Plan', 'Master Plan', 'City Parks', 'Master Plan for Park Design (Resources)', 'Green Spaces', 'Location 1: Outdoor Areas', 'Nature', 'Outdoor Parks', 'Hospitals have Resources', 'Targeting Older Generation', 'Church Resources', 'Courts Switched to Pickleball', 'No Knowledge of Flu Vaccines', 'Nothing Specific Found', 'No Additional Resources', 'Only stated Resources', 'Limited Resources', 'Resources Not Obtained', 'Health Clinics', 'N/A', 'Nothing Specific to Mind', 'No Further Resources', 'No Specific Places', 'Nutrition Meal Prep Classes', 'Healthy Food Options at Store', 'Outdoor Programs', 'Topical Memory Problem', 'Market Used to be Called Sunflower', 'Do not know options', 'Lack of Resources', 'Not sure', 'Similar to Others', 'Lack of Information on Possible Vaccination Resources', 'Public Transport is Good', 'High Quality Transit System', 'Perceived Bus System in Provo', 'Uncertain about Value', 'Knowledge from Interaction', 'Examples', 'Unclear if Variety', 'No Ideas for Additional Local Resources', 'Trails Are Available', 'No Real Answer', 'Lack of Resources Known', 'No Specific Resources', 'No Specific Information on Flu in General Population', 'Nothing Useful Found', 'No Awareness of Existing Resources', 'Health Dept Provides Nutrition Classes', 'Chronic Disease Classes', 'Prevent Information Received', 'No Specific Resources Listed', 'Senior Center Resources', 'Recreation/Community Event Resources', 'Nutrition Programs', 'Recreation Activities', 'No Events in Eagle Mountain to Address It', 'Nothing -I’m not aware of', 'Lack of Resource Awareness', 'Sidewalks', 'Parks', 'PE', 'Uncertain about Specific Resources', 'Sidewalks', 'Sidewalks Not Up to Standard.', 'No Use of Health Resources', 'N/A', 'Junior High Sports Program', '[BLANK]', 'Not Answered', 'Obesity Initiatives', 'Nutrition and Physical Ed Provided by Community Resources', 'Health Professional Guidance', 'School Nutritional Education Programs', 'Community Recreational Activities', 'Lack of Funding for Public Facilities', 'Not Much Publically', 'Small Town Farming Characteristics', 'Question Not Relevant', 'N/A', 'Does Not Use', 'No Reasons', 'Lack of Local Resources', 'No Local Services', 'Physical Fitness/Exercise', 'Morning Routine', 'Impact']","['Out and About', 'Non-Targeting', 'Location 1: Outdoor Areas', 'Courts Switched to Pickleball', 'No Knowledge of Flu Vaccines', 'Nothing Specific Found', 'Nothing Specific to Mind', 'No Specific Places', 'Topical Memory Problem', 'Do not know options', 'Not sure', 'Perceived Bus System in Provo', 'Uncertain about Value', 'Unclear if Variety', 'No Real Answer', 'No Specific Information on Flu in General Population', 'Nothing Useful Found', 'No Events in Eagle Mountain to Address It', 'Nothing -I’m not aware of', 'Sidewalks Not Up to Standard.', 'Not Answered', 'Lack of Funding for Public Facilities', 'Not Much Publically', 'Question Not Relevant', 'Does Not Use', 'No Reasons', 'No Local Services']",1,Q15_Obe_1
Q15_Resources,Obesity,"['Hospital Classes for Obesity', 'Community Needs Focused Resources', 'Community', 'New High School to provide gym, gym afterhours', 'Middle School Resources', 'Park in Middle Payson', 'Brand New High School Building', 'Recreational Options to Address Obesity', 'Walking Paths', 'Sports', 'Dance Studio', 'Other Activities', 'Activity Encouraging Parks and Trails', 'Out and About', 'Healthy Home Group', 'Family Meals with Other Families', 'Cooking Classes', 'Free Training', 'Holiday Events', '5K Events', 'Informal Opportunities', 'Specific Events, Races', 'Summer Triathlon', 'Non-Targeting', 'Parks & Greenspace', 'Strategic Plan', 'Master Plan', 'City Parks', 'Master Plan for Park Design (Resources)', 'Green Spaces', 'Location 1: Outdoor Areas', 'Nature', 'Outdoor Parks', 'Hospitals have Resources', 'Targeting Older Generation', 'Church Resources', 'Courts Switched to Pickleball', 'No Knowledge of Flu Vaccines', 'Nothing Specific Found', 'No Additional Resources', 'Only stated Resources', 'Limited Resources', 'Resources Not Obtained', 'Health Clinics', 'N/A', 'Nothing Specific to Mind', 'No Further Resources', 'No Specific Places', 'Nutrition Meal Prep Classes', 'Healthy Food Options at Store', 'Outdoor Programs', 'Topical Memory Problem', 'Market Used to be Called Sunflower', 'Do not know options', 'Lack of Resources', 'Not sure', 'Similar to Others', 'Lack of Information on Possible Vaccination Resources', 'Public Transport is Good', 'High Quality Transit System', 'Perceived Bus System in Provo', 'Uncertain about Value', 'Knowledge from Interaction', 'Examples', 'Unclear if Variety', 'No Ideas for Additional Local Resources', 'Trails Are Available', 'No Real Answer', 'Lack of Resources Known', 'No Specific Resources', 'No Specific Information on Flu in General Population', 'Nothing Useful Found', 'No Awareness of Existing Resources', 'Health Dept Provides Nutrition Classes', 'Chronic Disease Classes', 'Prevent Information Received', 'No Specific Resources Listed', 'Senior Center Resources', 'Recreation/Community Event Resources', 'Nutrition Programs', 'Recreation Activities', 'No Events in Eagle Mountain to Address It', 'Nothing -I’m not aware of', 'Lack of Resource Awareness', 'Sidewalks', 'Parks', 'PE', 'Uncertain about Specific Resources', 'Sidewalks', 'Sidewalks Not Up to Standard.', 'No Use of Health Resources', 'N/A', 'Junior High Sports Program', '[BLANK]', 'Not Answered', 'Obesity Initiatives', 'Nutrition and Physical Ed Provided by Community Resources', 'Health Professional Guidance', 'School Nutritional Education Programs', 'Community Recreational Activities', 'Lack of Funding for Public Facilities', 'Not Much Publically', 'Small Town Farming Characteristics', 'Question Not Relevant', 'N/A', 'Does Not Use', 'No Reasons', 'Lack of Local Resources', 'No Local Services', 'Physical Fitness/Exercise', 'Morning Routine', 'Impact']","['Hospital Classes for Obesity', 'Community', 'New High School to provide gym, gym afterhours', 'Park in Middle Payson', 'Brand New High School Building', 'Recreational Options to Address Obesity', 'Walking Paths', 'Sports', 'Dance Studio', 'Other Activities', 'Activity Encouraging Parks and Trails', 'Healthy Home Group', 'Family Meals with Other Families', 'Cooking Classes', 'Free Training', 'Holiday Events', '5K Events', 'Specific Events, Races', 'Summer Triathlon', 'Parks & Greenspace', 'Strategic Plan', 'Master Plan', 'City Parks', 'Green Spaces', 'Nature', 'Outdoor Parks', 'Targeting Older Generation', 'Health Clinics', 'N/A', 'Nutrition Meal Prep Classes', 'Healthy Food Options at Store', 'Outdoor Programs', 'Market Used to be Called Sunflower', 'Similar to Others', 'Public Transport is Good', 'High Quality Transit System', 'Examples', 'Trails Are Available', 'Health Dept Provides Nutrition Classes', 'Chronic Disease Classes', 'Nutrition Programs', 'Recreation Activities', 'Sidewalks', 'Parks', 'PE', 'Sidewalks', 'N/A', 'Junior High Sports Program', '[BLANK]', 'Obesity Initiatives', 'Health Professional Guidance', 'School Nutritional Education Programs', 'Community Recreational Activities', 'Small Town Farming Characteristics', 'N/A', 'Physical Fitness/Exercise', 'Morning Routine', 'Impact']",2,Q15_Obe_2
Q16_Solutions,Depression,"['More Funding', 'Mental Health Issues', 'Affordable and Train School Teachers for Mental Health', 'Cost of Health Care', 'Training for Teachers', 'Talking about Flu', 'Talking to Peers/Family/Community', 'No Specific Ideas', 'Benefits of Talking', 'Talking and Discussing', 'There is a lack of mental health professuiosn', 'More Education Needed', 'Needs More Mental Health Communication in Schools', 'Similar Solutions Exist', 'Compiling Data on Vulnerabilities', 'More Thorough Solutions', 'Importance of Communication', 'Places to Find Help', 'Better Family Training', 'Familial Depression Training Required', 'Q16B_Solutions Families', 'There is room for continued improvement', 'Awareness Education', 'Improvements to Mental Health', 'Improvements Seen in Lehi', 'Awareness and Depression Link', 'Lehi City', 'There are still ways', 'Personal Observation', 'Mental Health Promoting Behavior', 'The Same for a Doctor', 'Difficulty Finding Local Services', 'Hard to Apply', 'Difficult to Select Counselors', 'Risk of a Bad Match', 'Difficulty in Finding Good Fit']","['Mental Health Issues', 'Affordable and Train School Teachers for Mental Health', 'Cost of Health Care', 'Training for Teachers', 'Talking about Flu', 'Talking to Peers/Family/Community', 'Benefits of Talking', 'There is a lack of mental health professuiosn', 'More Education Needed', 'Needs More Mental Health Communication in Schools', 'Compiling Data on Vulnerabilities', 'Importance of Communication', 'Places to Find Help', 'Better Family Training', 'Familial Depression Training Required', 'Awareness Education', 'Improvements to Mental Health', 'Awareness and Depression Link', 'Personal Observation', 'Mental Health Promoting Behavior', 'Difficulty Finding Local Services', 'Hard to Apply', 'Difficult to Select Counselors', 'Risk of a Bad Match', 'Difficulty in Finding Good Fit']",0,Q16_Dep_0
Q16_Solutions,Depression,"['More Funding', 'Mental Health Issues', 'Affordable and Train School Teachers for Mental Health', 'Cost of Health Care', 'Training for Teachers', 'Talking about Flu', 'Talking to Peers/Family/Community', 'No Specific Ideas', 'Benefits of Talking', 'Talking and Discussing', 'There is a lack of mental health professuiosn', 'More Education Needed', 'Needs More Mental Health Communication in Schools', 'Similar Solutions Exist', 'Compiling Data on Vulnerabilities', 'More Thorough Solutions', 'Importance of Communication', 'Places to Find Help', 'Better Family Training', 'Familial Depression Training Required', 'Q16B_Solutions Families', 'There is room for continued improvement', 'Awareness Education', 'Improvements to Mental Health', 'Improvements Seen in Lehi', 'Awareness and Depression Link', 'Lehi City', 'There are still ways', 'Personal Observation', 'Mental Health Promoting Behavior', 'The Same for a Doctor', 'Difficulty Finding Local Services', 'Hard to Apply', 'Difficult to Select Counselors', 'Risk of a Bad Match', 'Difficulty in Finding Good Fit']","['More Funding', 'No Specific Ideas', 'Talking and Discussing', 'Similar Solutions Exist', 'More Thorough Solutions', 'Q16B_Solutions Families', 'There is room for continued improvement', 'There are still ways', 'The Same for a Doctor']",1,Q16_Dep_1
Q16_Solutions,Depression,"['More Funding', 'Mental Health Issues', 'Affordable and Train School Teachers for Mental Health', 'Cost of Health Care', 'Training for Teachers', 'Talking about Flu', 'Talking to Peers/Family/Community', 'No Specific Ideas', 'Benefits of Talking', 'Talking and Discussing', 'There is a lack of mental health professuiosn', 'More Education Needed', 'Needs More Mental Health Communication in Schools', 'Similar Solutions Exist', 'Compiling Data on Vulnerabilities', 'More Thorough Solutions', 'Importance of Communication', 'Places to Find Help', 'Better Family Training', 'Familial Depression Training Required', 'Q16B_Solutions Families', 'There is room for continued improvement', 'Awareness Education', 'Improvements to Mental Health', 'Improvements Seen in Lehi', 'Awareness and Depression Link', 'Lehi City', 'There are still ways', 'Personal Observation', 'Mental Health Promoting Behavior', 'The Same for a Doctor', 'Difficulty Finding Local Services', 'Hard to Apply', 'Difficult to Select Counselors', 'Risk of a Bad Match', 'Difficulty in Finding Good Fit']","['Improvements Seen in Lehi', 'Lehi City']",2,Q16_Dep_2
Q16_Solutions,Obesity,"['Financial Assistance', 'Classes', 'Promotion', 'Getting Word Out', 'Obesity Awareness (Classes)', 'Free Play', 'Shuttle Services', 'Q16_Solutions', 'Nutrition Education for Children', 'Building a Foundation of Nutrition', 'Starting Early', 'Education as Foundation', 'More Solutions', 'Open Topic', 'Not Body Shaming', 'Remove Taboo Topic', 'City and School wrestling', '4H after school activities; running class', 'Adhering to Plan', 'Strategic Plan Used to Improve Health', 'Strategic Accountability for Self Goals', 'Goals Impact Community Well Being', 'Education/Resources', 'Newsletter and nutrition education', 'Behavior Change', 'More Healthy Options', 'Health Promotion and Education', 'Fast Food Options Limited to Unhealthy', 'Building Healthy Grocery Stores', 'No Healthy Food Options', 'No Grocery Stores in Surrounding Area', 'Improved Grocery Access', 'Perception of Safety', 'Make Parks', 'Gym as Sports Venue', 'Create Sports Teams', 'Make Church Area Safer', 'Talk More', 'Solution Precedes Policy Initiative', 'Discussion Needed', 'Tax on Soda', 'Sugar Consumption', 'More Community Runs', 'Walking', 'Q16_Solution', 'Communication Issues', 'Individual Goals', 'Social Distractions', 'Awareness is Effective', 'Identify People at Risk', 'Educate at-risk groups', 'Education', 'Free and Healthy Foods', 'Help a Ton', 'Government Programs', 'Public Initiatives', 'Something More Must Be Done', 'More Potential Solutions', 'Concern with Solutions', 'Question_Asked', 'Other', 'Invalid Input', 'N/A', 'Educational Opportunities', 'Educational Programs', 'Getting Out & Doing', 'Program/Opportunity', 'Transport', 'Health Benefits of Gardening', 'Program Options', 'Proximity to Community', 'Always Room for Improvement', 'Achieve Fitness During Tweens', 'No Room for In-Between', 'Improvement Required', 'Fitness', 'In-between Not Good enough', 'Tween Age', 'Improved Physical Activity', 'Clean Eating', 'Community Programs', 'Physical Programs for All', 'InfraChanges', 'Solution: Infrastructural Changes', 'Improve Healthy Eating', 'Preserve Content Reduction', 'Improve Walkability', 'Replace Junk Foods', 'More Fruits and Veggies', 'Educate People', 'Eat Healthier', 'Healthy Party Choices', 'Educate Kids / Parents', 'Increased Access to Healthy Food', 'Need for Collaboration', 'Solutions', 'Lack of Proper Food to Cook', 'Cooking at Home Is Healthier', 'Health Education', 'Access Food and Time for Home Cooking', 'Lifestyle Changes / New Habits', 'Build a VASA', 'Publicize Free Programs', 'Parents Get More Involved', 'Lower 40 to 35 Age', 'Eating More']","['Strategic Plan Used to Improve Health', 'Behavior Change', 'More Healthy Options', 'Improved Grocery Access', 'Always Room for Improvement', 'Improvement Required', 'Improved Physical Activity', 'InfraChanges', 'Solution: Infrastructural Changes', 'Preserve Content Reduction', 'Improve Walkability', 'Replace Junk Foods', 'Lifestyle Changes / New Habits', 'Lower 40 to 35 Age']",0,Q16_Obe_0
Q16_Solutions,Obesity,"['Financial Assistance', 'Classes', 'Promotion', 'Getting Word Out', 'Obesity Awareness (Classes)', 'Free Play', 'Shuttle Services', 'Q16_Solutions', 'Nutrition Education for Children', 'Building a Foundation of Nutrition', 'Starting Early', 'Education as Foundation', 'More Solutions', 'Open Topic', 'Not Body Shaming', 'Remove Taboo Topic', 'City and School wrestling', '4H after school activities; running class', 'Adhering to Plan', 'Strategic Plan Used to Improve Health', 'Strategic Accountability for Self Goals', 'Goals Impact Community Well Being', 'Education/Resources', 'Newsletter and nutrition education', 'Behavior Change', 'More Healthy Options', 'Health Promotion and Education', 'Fast Food Options Limited to Unhealthy', 'Building Healthy Grocery Stores', 'No Healthy Food Options', 'No Grocery Stores in Surrounding Area', 'Improved Grocery Access', 'Perception of Safety', 'Make Parks', 'Gym as Sports Venue', 'Create Sports Teams', 'Make Church Area Safer', 'Talk More', 'Solution Precedes Policy Initiative', 'Discussion Needed', 'Tax on Soda', 'Sugar Consumption', 'More Community Runs', 'Walking', 'Q16_Solution', 'Communication Issues', 'Individual Goals', 'Social Distractions', 'Awareness is Effective', 'Identify People at Risk', 'Educate at-risk groups', 'Education', 'Free and Healthy Foods', 'Help a Ton', 'Government Programs', 'Public Initiatives', 'Something More Must Be Done', 'More Potential Solutions', 'Concern with Solutions', 'Question_Asked', 'Other', 'Invalid Input', 'N/A', 'Educational Opportunities', 'Educational Programs', 'Getting Out & Doing', 'Program/Opportunity', 'Transport', 'Health Benefits of Gardening', 'Program Options', 'Proximity to Community', 'Always Room for Improvement', 'Achieve Fitness During Tweens', 'No Room for In-Between', 'Improvement Required', 'Fitness', 'In-between Not Good enough', 'Tween Age', 'Improved Physical Activity', 'Clean Eating', 'Community Programs', 'Physical Programs for All', 'InfraChanges', 'Solution: Infrastructural Changes', 'Improve Healthy Eating', 'Preserve Content Reduction', 'Improve Walkability', 'Replace Junk Foods', 'More Fruits and Veggies', 'Educate People', 'Eat Healthier', 'Healthy Party Choices', 'Educate Kids / Parents', 'Increased Access to Healthy Food', 'Need for Collaboration', 'Solutions', 'Lack of Proper Food to Cook', 'Cooking at Home Is Healthier', 'Health Education', 'Access Food and Time for Home Cooking', 'Lifestyle Changes / New Habits', 'Build a VASA', 'Publicize Free Programs', 'Parents Get More Involved', 'Lower 40 to 35 Age', 'Eating More']","['Financial Assistance', 'Classes', 'Promotion', 'Getting Word Out', 'Free Play', 'Shuttle Services', 'Q16_Solutions', 'Starting Early', 'More Solutions', 'Open Topic', 'Remove Taboo Topic', 'Adhering to Plan', 'Make Parks', 'Talk More', 'Solution Precedes Policy Initiative', 'Discussion Needed', 'Tax on Soda', 'More Community Runs', 'Walking', 'Q16_Solution', 'Communication Issues', 'Individual Goals', 'Social Distractions', 'Help a Ton', 'Government Programs', 'Public Initiatives', 'Something More Must Be Done', 'More Potential Solutions', 'Concern with Solutions', 'Question_Asked', 'Other', 'Invalid Input', 'N/A', 'Getting Out & Doing', 'Program/Opportunity', 'Transport', 'Program Options', 'Proximity to Community', 'No Room for In-Between', 'In-between Not Good enough', 'Tween Age', 'Community Programs', 'Need for Collaboration', 'Solutions', 'Build a VASA', 'Publicize Free Programs', 'Parents Get More Involved']",1,Q16_Obe_1
Q16_Solutions,Obesity,"['Financial Assistance', 'Classes', 'Promotion', 'Getting Word Out', 'Obesity Awareness (Classes)', 'Free Play', 'Shuttle Services', 'Q16_Solutions', 'Nutrition Education for Children', 'Building a Foundation of Nutrition', 'Starting Early', 'Education as Foundation', 'More Solutions', 'Open Topic', 'Not Body Shaming', 'Remove Taboo Topic', 'City and School wrestling', '4H after school activities; running class', 'Adhering to Plan', 'Strategic Plan Used to Improve Health', 'Strategic Accountability for Self Goals', 'Goals Impact Community Well Being', 'Education/Resources', 'Newsletter and nutrition education', 'Behavior Change', 'More Healthy Options', 'Health Promotion and Education', 'Fast Food Options Limited to Unhealthy', 'Building Healthy Grocery Stores', 'No Healthy Food Options', 'No Grocery Stores in Surrounding Area', 'Improved Grocery Access', 'Perception of Safety', 'Make Parks', 'Gym as Sports Venue', 'Create Sports Teams', 'Make Church Area Safer', 'Talk More', 'Solution Precedes Policy Initiative', 'Discussion Needed', 'Tax on Soda', 'Sugar Consumption', 'More Community Runs', 'Walking', 'Q16_Solution', 'Communication Issues', 'Individual Goals', 'Social Distractions', 'Awareness is Effective', 'Identify People at Risk', 'Educate at-risk groups', 'Education', 'Free and Healthy Foods', 'Help a Ton', 'Government Programs', 'Public Initiatives', 'Something More Must Be Done', 'More Potential Solutions', 'Concern with Solutions', 'Question_Asked', 'Other', 'Invalid Input', 'N/A', 'Educational Opportunities', 'Educational Programs', 'Getting Out & Doing', 'Program/Opportunity', 'Transport', 'Health Benefits of Gardening', 'Program Options', 'Proximity to Community', 'Always Room for Improvement', 'Achieve Fitness During Tweens', 'No Room for In-Between', 'Improvement Required', 'Fitness', 'In-between Not Good enough', 'Tween Age', 'Improved Physical Activity', 'Clean Eating', 'Community Programs', 'Physical Programs for All', 'InfraChanges', 'Solution: Infrastructural Changes', 'Improve Healthy Eating', 'Preserve Content Reduction', 'Improve Walkability', 'Replace Junk Foods', 'More Fruits and Veggies', 'Educate People', 'Eat Healthier', 'Healthy Party Choices', 'Educate Kids / Parents', 'Increased Access to Healthy Food', 'Need for Collaboration', 'Solutions', 'Lack of Proper Food to Cook', 'Cooking at Home Is Healthier', 'Health Education', 'Access Food and Time for Home Cooking', 'Lifestyle Changes / New Habits', 'Build a VASA', 'Publicize Free Programs', 'Parents Get More Involved', 'Lower 40 to 35 Age', 'Eating More']","['Obesity Awareness (Classes)', 'Nutrition Education for Children', 'Building a Foundation of Nutrition', 'Education as Foundation', 'Not Body Shaming', 'City and School wrestling', '4H after school activities; running class', 'Strategic Accountability for Self Goals', 'Goals Impact Community Well Being', 'Education/Resources', 'Newsletter and nutrition education', 'Health Promotion and Education', 'Fast Food Options Limited to Unhealthy', 'Building Healthy Grocery Stores', 'No Healthy Food Options', 'No Grocery Stores in Surrounding Area', 'Perception of Safety', 'Gym as Sports Venue', 'Create Sports Teams', 'Make Church Area Safer', 'Sugar Consumption', 'Awareness is Effective', 'Identify People at Risk', 'Educate at-risk groups', 'Education', 'Free and Healthy Foods', 'Educational Opportunities', 'Educational Programs', 'Health Benefits of Gardening', 'Achieve Fitness During Tweens', 'Fitness', 'Clean Eating', 'Physical Programs for All', 'Improve Healthy Eating', 'More Fruits and Veggies', 'Educate People', 'Eat Healthier', 'Healthy Party Choices', 'Educate Kids / Parents', 'Increased Access to Healthy Food', 'Lack of Proper Food to Cook', 'Cooking at Home Is Healthier', 'Health Education', 'Access Food and Time for Home Cooking', 'Eating More']",2,Q16_Obe_2
Q17_Other Thoughts,Depression,"['Information Sharing', 'Normalizing Conversations', 'Community Outreach', 'Helpful for Raising Awareness', 'Shared Experience', 'Other Thoughts', 'Less Crumble Cookie Shops in Lehi', 'Not Healthy', 'Hawaii vs Utah', 'Fewer Crumble Shops', 'Teens as affected population', 'Adolescents are Mental Health Patients', 'Mental Health Affected Area', 'Putting Importance on Teachers', 'Not as Bad as National/State Average', 'Not Immune to Problem', 'Spanish Fork is Happy', 'Good Community Events', 'Focus on Mental Health', 'No Other Thoughts', 'Awareness and Discussion as Importance', 'Overall positive about Lehi ', 'Positive Opinion', 'N/A', 'Interviewer: Q17_Other Thoughts', 'Blank']","['Hawaii vs Utah', 'Not as Bad as National/State Average', 'Not Immune to Problem', 'N/A']",0,Q17_Dep_0
Q17_Other Thoughts,Depression,"['Information Sharing', 'Normalizing Conversations', 'Community Outreach', 'Helpful for Raising Awareness', 'Shared Experience', 'Other Thoughts', 'Less Crumble Cookie Shops in Lehi', 'Not Healthy', 'Hawaii vs Utah', 'Fewer Crumble Shops', 'Teens as affected population', 'Adolescents are Mental Health Patients', 'Mental Health Affected Area', 'Putting Importance on Teachers', 'Not as Bad as National/State Average', 'Not Immune to Problem', 'Spanish Fork is Happy', 'Good Community Events', 'Focus on Mental Health', 'No Other Thoughts', 'Awareness and Discussion as Importance', 'Overall positive about Lehi ', 'Positive Opinion', 'N/A', 'Interviewer: Q17_Other Thoughts', 'Blank']","['Less Crumble Cookie Shops in Lehi', 'Not Healthy', 'Fewer Crumble Shops', 'Adolescents are Mental Health Patients', 'Mental Health Affected Area', 'Spanish Fork is Happy', 'Focus on Mental Health', 'Overall positive about Lehi ']",1,Q17_Dep_1
Q17_Other Thoughts,Depression,"['Information Sharing', 'Normalizing Conversations', 'Community Outreach', 'Helpful for Raising Awareness', 'Shared Experience', 'Other Thoughts', 'Less Crumble Cookie Shops in Lehi', 'Not Healthy', 'Hawaii vs Utah', 'Fewer Crumble Shops', 'Teens as affected population', 'Adolescents are Mental Health Patients', 'Mental Health Affected Area', 'Putting Importance on Teachers', 'Not as Bad as National/State Average', 'Not Immune to Problem', 'Spanish Fork is Happy', 'Good Community Events', 'Focus on Mental Health', 'No Other Thoughts', 'Awareness and Discussion as Importance', 'Overall positive about Lehi ', 'Positive Opinion', 'N/A', 'Interviewer: Q17_Other Thoughts', 'Blank']","['Information Sharing', 'Normalizing Conversations', 'Community Outreach', 'Helpful for Raising Awareness', 'Shared Experience', 'Other Thoughts', 'Teens as affected population', 'Putting Importance on Teachers', 'Good Community Events', 'No Other Thoughts', 'Awareness and Discussion as Importance', 'Positive Opinion', 'Interviewer: Q17_Other Thoughts', 'Blank']",2,Q17_Dep_2
