row,id,prompt,answer,label_json
217,ts7_35,"Well, it's nice that he was, he was looking out for you didn't, didn't want anybody getting any injections that day. So he when he was vaccinated, he had the nasal spray, Is that right?",Yeah,"[{'Original_Text': 'So he when he was vaccinated, he had the nasal spray, Is that right?', 'Code': 'N/A', 'Topic': 'N/A', 'Keywords': ['N/A', 'N/A']}, {'Original_Text': 'Yeah', 'Code': 'N/A', 'Topic': 'N/A', 'Keywords': ['N/A', 'N/A']}]"
218,ts7_36,"So do you think that him having a nasal spray. Like, do you think it would have been kind of a more difficult experience for you and for him if he had needed to get an injection or do you think, you know, what do you think had the setting been a little different?","Ah I think, I think he would still get freaked out, a bit freaked out more than he did with the nasal spray but that would have been very quickly. And again, that wouldn't stop me, yeah.","[{'Original_Text': 'I think', 'Code': 'Could do better if injection', 'Topic': 'Flu Symptoms', 'Keywords': ['Flu Symptom', 'Nasal Spray']}]"
219,ts7_37,"Yeah. Yeah. So yeah, so I can imagine that as a parent, when your child needs an injection. You know you it's unpleasant for them, of course, but you sort of know that now in 20 minutes. They're going to be fine. They will have forgotten about this whole situation.","Right, right. Yeah.","[{'Original_Text': 'right', 'Code': 'Right', 'Topic': 'Validation', 'Keywords': []}, {'Original_Text': 'yeah', 'Code': 'Yeah', 'Topic': 'Validation', 'Keywords': []}]"
220,ts7_38,"Yeah, but that's nice that you had the nasal spray so that you could sort of avoid that whole, that whole episode. So that's all the questions that I have. So kind of what I like to close with is just asking, is there anything else. That you'd like to say about the flu or the flu vaccine or vaccination in general just anything that I didn't ask that you were hoping you could speak to","And I don't think so. I mean, the possibly, the only other relevant bit of information really is that my mum's a nurse. So I've grown up around hospitals and around, you know, that. And so I think that is quite a big part in my thinking about how much trust in, in the institutions and that's the only other thing, right.","[{'Original_Text': ""And I don't think so. I mean, the possibly, the only other relevant bit of information really is that my mum's a nurse."", 'Code': 'Mum is a Nurse', 'Topic': 'Health Knowledge', 'Keywords': ['Experience', 'Health Professionals']}, {'Original_Text': ""So I've grown up around hospitals and around, you know, that. "", 'Code': 'Nurse Experience Growing up', 'Topic': 'Health Professionals', 'Keywords': ['Growing up', 'Experience']}, {'Original_Text': ""And so I think that is quite a big part in my thinking about how much trust in, in the institutions and that's the only other thing."", 'Code': 'Trust in Institutions', 'Topic': 'Trust', 'Keywords': ['Trust', 'Influential Factors']}]"
221,ts7_39,"Yeah, no, that's interesting. So you think just because you've been, you know, sort of, since since you were young exposed to kind of people who people who had faith in medicine, you know, as a nurse, of course. She of course has faith in medicine.",Yeah.,"[{'Original_Text': 'Yeah', 'Code': 'Informed by Nursing Parents', 'Topic': 'Historical Experience', 'Keywords': ['Informed', 'Nursing Parents']}]"
223,ts5_0,"So we'll start with the consent process here. So what I'll do is I'll read you a series of statements and if you could just say, Yes, I agree. Or no, I don't agree to each one. So I confirm that I have read the information sheet for this study. I have had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",I agree.,"[{'Original_Text': 'I agree', 'Code': 'Agreed to Terms', 'Topic': 'Participant Consent', 'Keywords': ['Terms', 'Agreed']}]"
208,ts7_26,"Yeah. So, once you decided to have him vaccinated for the flu this year. Can you walk me through the process of what it was like. You know, to get the vaccination. Was it very simple, you just phone the GP, you had an appointment, you brought him in? Or was it, you know, a little more complicated than that?","No, it was, it was, it was absolutely straightforward. Got the notification through the post and gave them a call, booked an appointment, went in and then showed up for it. The nurse was, the nurse out our practice is lovely and and it was just a very quick and simple, couple of drops up the nose and he was done, got to the end of it and everything was hunky dory.","[{'Original_Text': 'Got the notification through the post and gave them a call.', 'Code': 'GP Contacted via Phone Call', 'Topic': 'GP Contact Method', 'Keywords': ['GP', 'Phone Call']}, {'Original_Text': 'Book an appointment', 'Code': 'Appointment Scheduled', 'Topic': 'Appointment Process', 'Keywords': ['Appointment']}, {'Original_Text': 'Got to the end of it', 'Code': 'Successful Process', 'Topic': 'Results', 'Keywords': ['Process', 'Success', 'Outcome']}, {'Original_Text': 'Got to the end of it and everything was hunky dory.', 'Code': 'Hunky Dory Comment', 'Topic': 'Outcomes', 'Keywords': ['Outcome', 'Good Results']}]"
210,ts7_28,Yeah?,"Yeah, more or less straight away. Yeah.","[{'Original_Text': 'Yeah, more or less straight away.', 'Code': 'Straight Away', 'Topic': 'Time to Inform', 'Keywords': ['Time to Inform', 'Inform Doctor']}, {'Original_Text': 'Yeah.', 'Code': 'Confirmation', 'Topic': 'Confirmation', 'Keywords': ['Confirmation']}]"
212,ts7_30,"So I do have a few other questions that you've sort of already spoken to, you've been pretty clear, but we'll just kind of go through them in case you have anything to add about them. So has has [Child] received any other vaccinations, like the childhood ones?","Yeah, yeah he's fully up to date with all of that.","[{'Original_Text': ""Yeah, yeah he's fully up to date with all of that."", 'Code': 'Fully Up to Date with Vaccines', 'Topic': 'Vaccination', 'Keywords': ['Vaccines', 'Full Vaccination']}]"
213,ts7_31,Yeah. And how did you decide for that he would have those vaccinations? Or do you feel like it even was a decision?,"Uhm I, for me it wasn't really a decision I needed to make. It was, it was a foregone conclusion. And for me, and I did check in with what his dad thought, what is that thought at the time, and he was on the same page, so that was, was just not, not yet, not, not really a decision.","[{'Original_Text': 'It was, it was a foregone conclusion.', 'Code': 'Not a Decision', 'Topic': 'Decision Making', 'Keywords': ['Decision', 'Child Health']}, {'Original_Text': 'I was on the same page, so that was, was just not, not yet, not really a decision.', 'Code': 'Parental Decision Support', 'Topic': 'Decision Making', 'Keywords': ['Parent', 'Support']}]"
214,ts7_32,"Yeah, just, you know, it's recommended. It's the thing kind of that you're supposed to do. So you just sort of do it.",Yeah. Yeah.,"[{'Original_Text': 'Yeah. Yeah.', 'Code': 'Flu Vaccination Suggested Protocol', 'Topic': 'Social Influences', 'Keywords': ['Vaccine Information']}, {'Original_Text': ""It's the thing kind of that you're supposed to do."", 'Code': 'Flu Vaccination Suggested Protocol', 'Topic': 'Social Influences', 'Keywords': ['Vaccine Information']}]"
217,ts7_35,"Well, it's nice that he was, he was looking out for you didn't, didn't want anybody getting any injections that day. So he when he was vaccinated, he had the nasal spray, Is that right?",Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Had nasal spray', 'Topic': ""Child's Immunization Record"", 'Keywords': ['Had Nasal Spray', 'Immunization', 'Flu Vaccine']}]"
220,ts7_38,"Yeah, but that's nice that you had the nasal spray so that you could sort of avoid that whole, that whole episode. So that's all the questions that I have. So kind of what I like to close with is just asking, is there anything else. That you'd like to say about the flu or the flu vaccine or vaccination in general just anything that I didn't ask that you were hoping you could speak to","And I don't think so. I mean, the possibly, the only other relevant bit of information really is that my mum's a nurse. So I've grown up around hospitals and around, you know, that. And so I think that is quite a big part in my thinking about how much trust in, in the institutions and that's the only other thing, right.","[{'Original_Text': 'So, kind of what I like to close with is just asking, is there anything else', 'Code': 'No Further Comments', 'Topic': 'Further Information', 'Keywords': ['More Information', 'Questions']}, {'Original_Text': ""That you'd like to say about the flu or the flu vaccine or vaccination"", 'Code': 'No More Information', 'Topic': 'Information Comments', 'Keywords': ['More Information', 'Vaccine Comments']}, {'Original_Text': ""My mum's a nurse. So I've grown up around hospitals and around, you know, that."", 'Code': 'Family Nurse Role', 'Topic': 'Childhood Context', 'Keywords': ['Nurse', 'Family Role']}]"
223,ts5_0,"So we'll start with the consent process here. So what I'll do is I'll read you a series of statements and if you could just say, Yes, I agree. Or no, I don't agree to each one. So I confirm that I have read the information sheet for this study. I have had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",I agree.,"[{'Original_Text': 'I confirm that I have read the Information Sheet for this study.', 'Code': 'Confirmed information Sheet', 'Topic': 'Informed Consent', 'Keywords': ['Information Sheet']}, {'Original_Text': 'I have had the opportunity to consider the information asked questions', 'Code': 'Considered Information', 'Topic': 'Informed Consent', 'Keywords': ['Information', 'Questions']}, {'Original_Text': 'and have had these questions satisfactorily answered.', 'Code': 'Answered Questions', 'Topic': 'Informed Consent', 'Keywords': ['Questions', 'Answered']}, {'Original_Text': 'I agree.', 'Code': 'Agreed to Statement', 'Topic': 'Informed Consent', 'Keywords': ['Agree']}]"
211,ts7_29,"Yeah. So it sounds like I'm just sort of based on everything that you said, I'm just trying to make sure I'm understanding you correctly, it sounds like you know you have faith in vaccination and in medical professionals. So you're, that faith kind of motivates you to seek out that protection, whenever possible, is that, does that sound accurate to you?","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah.', 'Code': 'Faith in Medical Professionals', 'Topic': 'Motivation', 'Keywords': ['Faith', 'Protection']}]"
212,ts7_30,"So I do have a few other questions that you've sort of already spoken to, you've been pretty clear, but we'll just kind of go through them in case you have anything to add about them. So has has [Child] received any other vaccinations, like the childhood ones?","Yeah, yeah he's fully up to date with all of that.","[{'Original_Text': ""I've been pretty clear"", 'Code': 'Has Child Received Vaccinations', 'Topic': 'Vaccinations', 'Keywords': ['Vaccinations', 'History']}, {'Original_Text': ""Yeah, yeah he's fully up to date with all of that."", 'Code': 'Up to Date with Vaccinations', 'Topic': 'Vaccinations', 'Keywords': ['Vaccinations', 'History']}]"
213,ts7_31,Yeah. And how did you decide for that he would have those vaccinations? Or do you feel like it even was a decision?,"Uhm I, for me it wasn't really a decision I needed to make. It was, it was a foregone conclusion. And for me, and I did check in with what his dad thought, what is that thought at the time, and he was on the same page, so that was, was just not, not yet, not, not really a decision.","[{'Original_Text': ""I think I really didn't have to make a decision about the vaccinations because it was part of our routine"", 'Code': 'Vaccinations were Routine', 'Topic': 'Vaccination', 'Keywords': ['Vaccination', 'Routine']}, {'Original_Text': ""It was a question of if we weren't getting the vaccinations, then we would have been the only people on the block not getting the vaccinations"", 'Code': 'Social Pressure to Vaccinate', 'Topic': 'Social Pressure', 'Keywords': ['Social Pressure', 'Vaccination']}]"
216,ts7_34,Oh yeah? In what way was that?,"Well, yeah, we were, we were sitting there in, I think I got it done at the local Tesco. I was sitting there and he was, he was on my knee and he saw the needle coming towards my arm, and it really, really scared him. Like ""wow! Dont worry, they're sticking it in me not you!""","[{'Original_Text': 'Well, yeah, we were, we were sitting there in, I think I got it done at the local Tesco. I was sitting there and he was, he was on my knee and he saw the needle coming towards my arm, and it really, really scared him.', 'Code': 'Scared of Vaccine', 'Topic': ""Child's Fears"", 'Keywords': ['Needle', 'Vaccine']}]"
220,ts7_38,"Yeah, but that's nice that you had the nasal spray so that you could sort of avoid that whole, that whole episode. So that's all the questions that I have. So kind of what I like to close with is just asking, is there anything else. That you'd like to say about the flu or the flu vaccine or vaccination in general just anything that I didn't ask that you were hoping you could speak to","And I don't think so. I mean, the possibly, the only other relevant bit of information really is that my mum's a nurse. So I've grown up around hospitals and around, you know, that. And so I think that is quite a big part in my thinking about how much trust in, in the institutions and that's the only other thing, right.","[{'Original_Text': ""The possibly, the only other relevant bit of information really is that my mum's a nurse."", 'Code': 'Vaccination History - Nurse Mother', 'Topic': 'Vaccination Experience', 'Keywords': ['Mum', 'Nurse']}, {'Original_Text': ""So I've grown up around hospitals and around, you know, that. And so I think that is quite a big part in my thinking about how much trust in, in the institutions and that's the only other thing, right."", 'Code': 'Familiarity with Medical Institutions', 'Topic': 'Familiarity with Medical Institutions', 'Keywords': ['Institution', 'Trust']}]"
221,ts7_39,"Yeah, no, that's interesting. So you think just because you've been, you know, sort of, since since you were young exposed to kind of people who people who had faith in medicine, you know, as a nurse, of course. She of course has faith in medicine.",Yeah.,"[{'Original_Text': 'Yeah,', 'Code': 'Open to Medicine', 'Topic': 'Attitude towards Medicine', 'Keywords': ['Attitude']}]"
223,ts5_0,"So we'll start with the consent process here. So what I'll do is I'll read you a series of statements and if you could just say, Yes, I agree. Or no, I don't agree to each one. So I confirm that I have read the information sheet for this study. I have had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'No Specific Code', 'Topic': 'Consent Process Steps', 'Keywords': ['None']}]"
210,ts7_28,Yeah?,"Yeah, more or less straight away. Yeah.","[{'Original_Text': 'Yeah, more-or-less straight away.', 'Code': 'Early in Day Contact', 'Topic': 'Treatment Timing', 'Keywords': ['Treatment Time', 'Earliest']}]"
211,ts7_29,"Yeah. So it sounds like I'm just sort of based on everything that you said, I'm just trying to make sure I'm understanding you correctly, it sounds like you know you have faith in vaccination and in medical professionals. So you're, that faith kind of motivates you to seek out that protection, whenever possible, is that, does that sound accurate to you?","Yeah, yeah.","[{'Original_Text': 'I have faith in vaccination and in medical professionals', 'Code': '?', 'Topic': '?', 'Keywords': ['faith', 'health professionals']}, {'Original_Text': ""I'm just trying to make sure I'm understanding you correctly"", 'Code': '?', 'Topic': '?', 'Keywords': ['hearing', 'perception']}]"
212,ts7_30,"So I do have a few other questions that you've sort of already spoken to, you've been pretty clear, but we'll just kind of go through them in case you have anything to add about them. So has has [Child] received any other vaccinations, like the childhood ones?","Yeah, yeah he's fully up to date with all of that.","[{'Original_Text': ""Yeah, yeah he's fully up to date with all of that."", 'Code': 'Child Vaccinated on Time', 'Topic': 'Child Vaccinations', 'Keywords': ['Vaccinated', 'Timeliness']}]"
216,ts7_34,Oh yeah? In what way was that?,"Well, yeah, we were, we were sitting there in, I think I got it done at the local Tesco. I was sitting there and he was, he was on my knee and he saw the needle coming towards my arm, and it really, really scared him. Like ""wow! Dont worry, they're sticking it in me not you!""","[{'Original_Text': 'We were, we were sitting there...', 'Code': 'Parent Describes Incident', 'Topic': 'Parent Perspective', 'Keywords': ['Describe']}, {'Original_Text': 'He was on my knee and he saw the needle coming towards my arm', 'Code': 'Needle in Front of Child', 'Topic': 'Child Experience', 'Keywords': ['Child', 'Needle']}]"
218,ts7_36,"So do you think that him having a nasal spray. Like, do you think it would have been kind of a more difficult experience for you and for him if he had needed to get an injection or do you think, you know, what do you think had the setting been a little different?","Ah I think, I think he would still get freaked out, a bit freaked out more than he did with the nasal spray but that would have been very quickly. And again, that wouldn't stop me, yeah.","[{'Original_Text': 'I think he would still get freaked out a bit more than he did', 'Code': 'Somewhat Worse Symptoms', 'Topic': 'Effects on Child', 'Keywords': ['Symptoms', 'Nasal vs Injection', 'Severity']}]"
219,ts7_37,"Yeah. Yeah. So yeah, so I can imagine that as a parent, when your child needs an injection. You know you it's unpleasant for them, of course, but you sort of know that now in 20 minutes. They're going to be fine. They will have forgotten about this whole situation.","Right, right. Yeah.","[{'Original_Text': ""You know you it's unpleasant for them"", 'Code': 'Pain is Unpleasant', 'Topic': 'Emotions', 'Keywords': ['Pain', 'Emotions', 'Unpleasant']}, {'Original_Text': ""But you sort of know that now in 20 minutes they're going to be fine."", 'Code': 'Quick Recovery', 'Topic': 'Recovery Time', 'Keywords': ['Quick', 'Recovery Time']}, {'Original_Text': 'They will have forgotten about this whole situation.', 'Code': 'No Memory of Shot', 'Topic': 'Memory', 'Keywords': ['Memory', 'Shot']}]"
223,ts5_0,"So we'll start with the consent process here. So what I'll do is I'll read you a series of statements and if you could just say, Yes, I agree. Or no, I don't agree to each one. So I confirm that I have read the information sheet for this study. I have had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Consent Given', 'Topic': 'Consent', 'Keywords': ['Consent']}]"
224,ts5_1,I understand that my participation is voluntary and that I can withdraw at any time without giving any reason. I also understand that I can decline to answer any questions during the interview.,I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Assent Given', 'Topic': 'Consent', 'Keywords': ['Agreement']}]"
227,ts5_4,"I understand the direct quotation may be taken from what I say and used in research or publication, but that I will not be identifiable from these quotations.","Yes, I agree.","[{'Original_Text': 'Yes, I agree.', 'Code': 'Agreement', 'Topic': 'Consent', 'Keywords': ['Consent', 'Agreement']}]"
228,ts5_5,I agree to take part in this study.,I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Informed Consent', 'Topic': 'Agreement', 'Keywords': ['Informed Consent', 'Agreement']}]"
229,ts5_6,"Excellent. And then there's two things here. If you like to receive a copy of the research findings. Once the study is completed. You can either let me know now or at any point by email, you know, after the interviews completed.","I think it will be quite interesting, actually. So, yes. Yeah. Yes.","[{'Original_Text': 'I think it will be quite interesting, actually. So, yes. Yes.', 'Code': 'Interested in Results', 'Topic': 'Interest in Results', 'Keywords': ['Interest', 'Results']}]"
230,ts5_7,"Yes, so I will send you those once the studies finished, which will be by the end of August. I'll send them to your email address.","Okay, thank you.","[{'Original_Text': ""I'll send them to your email address."", 'Code': 'Send to Email', 'Topic': 'Method of Contact', 'Keywords': ['Email']}]"
231,ts5_8,"And if you would like to receive a hard copy of this documents you can let me know now or after the study, but I will need your mailing address so that I can send you all those",That's fine email. Email would be fine.,"[{'Original_Text': ""That's fine email."", 'Code': 'E-mail Requested', 'Topic': 'Consent', 'Keywords': ['E-mail', 'Data Access']}, {'Original_Text': 'Email would be fine.', 'Code': 'Only Electronic Format Requested', 'Topic': 'Consent', 'Keywords': ['E-mail', 'Format']}]"
232,ts5_9,"Alright, so that's out of the way so we can go ahead and sort of dive in here. So in your expression of interest survey. You said you had two children. Is that right, and what are their names?",[Older Child] and [Younger Child],"[{'Original_Text': 'Is that right, and what are their names?', 'Code': ""Children's Names Requested"", 'Topic': ""Participant's Children"", 'Keywords': ['Names', 'Children']}, {'Original_Text': 'And [Older Child] and [Younger Child]', 'Code': ""Answers with Child's Name"", 'Topic': ""Participant's Children"", 'Keywords': ['Child', 'Name']}]"
234,ts5_11,So has the four year old started school yet or no?,"Yes, her birthday falls just on the last day of the cutoff. So she started school in September, reception.","[{'Original_Text': 'Yes, her birthday falls just on the last day of the cutoff. So she started school in September, reception.', 'Code': 'Started School Reception', 'Topic': ""Child's Education Details"", 'Keywords': ['Birth', 'School']}]"
237,ts5_14,"You suddenly become a teacher and they suddenly lose all those, you know, all those experiences that they like.","And they don't respect you as a teacher, either. So getting them to do what you want them to do is actually a lot harder. They challenge you more than they would a teacher in a school, they challenge you. You just have "" I dont want to do that. I want to play. I want to do this"" so its been fun.","[{'Original_Text': ""They don't respect you as a teacher, either."", 'Code': 'Unrespected As Teacher', 'Topic': 'Other Interactions', 'Keywords': ['Teacher', 'Interaction']}, {'Original_Text': 'They challenge you more than they would a teacher in a school,', 'Code': 'Challenging In Home Care', 'Topic': 'Parental Interactions', 'Keywords': ['Teacher', 'Interaction']}, {'Original_Text': 'They challenge you.', 'Code': 'Parents Challenge', 'Topic': 'Teacher Influence', 'Keywords': ['Challenges', 'Teacher Influence']}, {'Original_Text': 'I dont want to do that. I want to play. I want to do this', 'Code': 'Child Wants To Play', 'Topic': 'Child Requests', 'Keywords': ['Teachers Order', 'Child Interaction']}]"
226,ts5_3,I understand that information collected during the interview may be shared with other researchers for us in future research or teaching purposes and that the data will be thoroughly and anonamyised first,I agree,"[{'Original_Text': 'I agree', 'Code': 'Participant Agreed', 'Topic': 'Agreement', 'Keywords': ['Agree']}]"
227,ts5_4,"I understand the direct quotation may be taken from what I say and used in research or publication, but that I will not be identifiable from these quotations.","Yes, I agree.","[{'Original_Text': 'Yes, I agree.', 'Code': 'Informed Consent', 'Topic': 'Informed Consent', 'Keywords': ['Consent', 'Agreement']}]"
228,ts5_5,I agree to take part in this study.,I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Consent', 'Topic': 'Consent', 'Keywords': ['Consent']}]"
229,ts5_6,"Excellent. And then there's two things here. If you like to receive a copy of the research findings. Once the study is completed. You can either let me know now or at any point by email, you know, after the interviews completed.","I think it will be quite interesting, actually. So, yes. Yeah. Yes.","[{'Original_Text': 'I think it will be quite interesting, actually. So, yes. Yeah. Yes.', 'Code': 'Yes Interested', 'Topic': 'Interest in Findings', 'Keywords': ['Interested']}]"
233,ts5_10,"[Older Child] and [Younger Child] and one of them is three years old, and the other is four Is that right?","That's right, yes.","[{'Original_Text': 'One of them is three years old', 'Code': 'Younger Child is Three', 'Topic': 'Child Age', 'Keywords': ['Child Age', 'Younger Child']}, {'Original_Text': 'The other is four', 'Code': 'Older Child is Four', 'Topic': 'Child Age', 'Keywords': ['Child Age', 'Older Child']}]"
234,ts5_11,So has the four year old started school yet or no?,"Yes, her birthday falls just on the last day of the cutoff. So she started school in September, reception.","[{'Original_Text': 'Yes, her birthday falls just on the last day of the cutoff.', 'Code': 'School Start Date (9/7/19)', 'Topic': ""Child's Start Date at School"", 'Keywords': ['Birthday', 'School Start Date']}, {'Original_Text': 'So, she started school in September, reception.', 'Code': 'Child is in Reception', 'Topic': ""Child's School Level"", 'Keywords': ['Reception', 'School Level']}]"
239,ts5_16,"Yeah, I grew up, when I grew up, my mum had three boys. We were all close in age and she has been saying throughout this whole process that she's just so incredibly grateful that lockdown happened once we were adults because had she been having the three of us stuck at home for a couple months she would have gone crazy. So you know, I, I appreciate the fact that this has been, you know, quite a, quite a month. A couple months.","Yes, but it's, you know, up to us. I say all that, but it's been very rewarding because we because we both work work full time. And the amount of time we actually get to spend with them through the week is very limited. You know, you get that half hour, 45 minutes in the morning. And then you get an hour, maybe when they come in from school that they were home from work. So the time we get together as a family is quite limited. Normally, so this has actually been very, very good experience so a point of note. The one side has been very challenging, but on the other, just been very rewarding as well.","[{'Original_Text': ""It's, you know, up to us."", 'Code': 'Adult Children', 'Topic': 'Family', 'Keywords': ['Adult Children', 'Rewarding']}, {'Original_Text': ""But it's, you know, up to us."", 'Code': 'Adult Children', 'Topic': 'Family', 'Keywords': ['Adult Children', 'Rewarding']}]"
225,ts5_2,I understand the information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with the study I give permission for these individuals to have access to this information.,I agree.,"[{'Original_Text': 'I give permission for these individuals to have access to this information.', 'Code': 'Permission', 'Topic': 'Access to Data', 'Keywords': ['Permission']}]"
226,ts5_3,I understand that information collected during the interview may be shared with other researchers for us in future research or teaching purposes and that the data will be thoroughly and anonamyised first,I agree,"[{'Original_Text': 'I agree', 'Code': 'Agreement', 'Topic': 'Consent', 'Keywords': ['Agreement']}]"
227,ts5_4,"I understand the direct quotation may be taken from what I say and used in research or publication, but that I will not be identifiable from these quotations.","Yes, I agree.","[{'Original_Text': 'Yes, I agree.', 'Code': 'Participant Consent', 'Topic': 'Participant Consent', 'Keywords': ['Consent', 'Agreement']}]"
228,ts5_5,I agree to take part in this study.,I agree.,"[{'Original_Text': 'I agree', 'Code': 'Agree', 'Topic': 'Agreement', 'Keywords': ['Agree']}]"
230,ts5_7,"Yes, so I will send you those once the studies finished, which will be by the end of August. I'll send them to your email address.","Okay, thank you.","[{'Original_Text': ""Yes, so I will send you those once the studies finished, which will be by the end of August. I'll send them to your email address."", 'Code': 'Send Information about Labelling', 'Topic': 'Information Sharing', 'Keywords': ['Information Sharing', 'Study Information']}, {'Original_Text': 'Okay, thank you.', 'Code': 'Agreement to Send Information at Conclusion of Study', 'Topic': 'Agreement', 'Keywords': ['Agree', 'Study Completion']}]"
233,ts5_10,"[Older Child] and [Younger Child] and one of them is three years old, and the other is four Is that right?","That's right, yes.","[{'Original_Text': ""That's right, yes."", 'Code': 'Yes', 'Topic': 'Child Age Confirmation', 'Keywords': ['Age', 'Confirmation']}]"
234,ts5_11,So has the four year old started school yet or no?,"Yes, her birthday falls just on the last day of the cutoff. So she started school in September, reception.","[{'Original_Text': 'Her birthday falls just on the last day of the cutoff. So she started school in September, reception.', 'Code': 'Within the Cut Off Date', 'Topic': 'Age for School', 'Keywords': ['Cut Off Date', 'Age']}]"
237,ts5_14,"You suddenly become a teacher and they suddenly lose all those, you know, all those experiences that they like.","And they don't respect you as a teacher, either. So getting them to do what you want them to do is actually a lot harder. They challenge you more than they would a teacher in a school, they challenge you. You just have "" I dont want to do that. I want to play. I want to do this"" so its been fun.","[{'Original_Text': ""And they don't respect you as a teacher, either."", 'Code': 'Child Challenges', 'Topic': 'Child Behavior', 'Keywords': ['Children', 'Behavior']}, {'Original_Text': 'They challenge you more than they would a teacher in a school.', 'Code': 'Teacher not as Respected', 'Topic': 'Parent Teacher Dynamic', 'Keywords': ['Parents', 'Teachers']}]"
224,ts5_1,I understand that my participation is voluntary and that I can withdraw at any time without giving any reason. I also understand that I can decline to answer any questions during the interview.,I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Informed Consent Agreement', 'Topic': 'Informed Consent', 'Keywords': ['Consent', 'Agreement']}, {'Original_Text': 'I do', 'Code': 'Informed Consent Agreement', 'Topic': 'Informed Consent', 'Keywords': ['Consent', 'Agreement']}, {'Original_Text': 'I do agree', 'Code': 'Informed Consent Agreement', 'Topic': 'Informed Consent', 'Keywords': ['Consent', 'Agreement']}]"
225,ts5_2,I understand the information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with the study I give permission for these individuals to have access to this information.,I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Confidentiality Agreement', 'Topic': 'Confidentiality', 'Keywords': ['Permission Agreement']}]"
226,ts5_3,I understand that information collected during the interview may be shared with other researchers for us in future research or teaching purposes and that the data will be thoroughly and anonamyised first,I agree,"[{'Original_Text': 'I agree', 'Code': 'Participant Agreement (Signed)', 'Topic': 'Institutional Agreements', 'Keywords': []}]"
227,ts5_4,"I understand the direct quotation may be taken from what I say and used in research or publication, but that I will not be identifiable from these quotations.","Yes, I agree.","[{'Original_Text': 'Yes, I agree.', 'Code': 'Direct Quotation Permission', 'Topic': 'Consent', 'Keywords': ['Permission', 'Direct Quotations']}]"
228,ts5_5,I agree to take part in this study.,I agree.,"[{'Original_Text': 'I agree', 'Code': 'Consented', 'Topic': 'Consenting', 'Keywords': ['Consented']}]"
229,ts5_6,"Excellent. And then there's two things here. If you like to receive a copy of the research findings. Once the study is completed. You can either let me know now or at any point by email, you know, after the interviews completed.","I think it will be quite interesting, actually. So, yes. Yeah. Yes.","[{'Original_Text': ""Excellent. And then there's two things here."", 'Code': 'Study Overview', 'Topic': 'Study Content', 'Keywords': ['Overview', 'Info']}, {'Original_Text': 'I think it will be quite interesting.', 'Code': 'Participate Out of Interest', 'Topic': 'Reason for Participation', 'Keywords': ['Interest', 'Personal Reason']}, {'Original_Text': 'So, yeah. Yes.', 'Code': 'Participant Wants Findings', 'Topic': 'Participation', 'Keywords': ['Participation', 'Yes/No']}]"
230,ts5_7,"Yes, so I will send you those once the studies finished, which will be by the end of August. I'll send them to your email address.","Okay, thank you.","[{'Original_Text': ""Yes, so I will send you those once the studies finished, which will be by the end of August. I'll send them to your email address."", 'Code': 'Survey Emails Sent at the End of August', 'Topic': 'End of Study Interaction', 'Keywords': ['Survey', 'Email']}, {'Original_Text': 'Okay, thank you.', 'Code': 'Participant Thanks.', 'Topic': 'Participant Interaction', 'Keywords': ['Thank', 'Participant']}]"
232,ts5_9,"Alright, so that's out of the way so we can go ahead and sort of dive in here. So in your expression of interest survey. You said you had two children. Is that right, and what are their names?",[Older Child] and [Younger Child],"[{'Original_Text': 'two children.', 'Code': 'Children', 'Topic': 'Context', 'Keywords': ['Children']}, {'Original_Text': 'Is that right?', 'Code': 'Confirm', 'Topic': 'Validation', 'Keywords': ['Confirm']}, {'Original_Text': 'and what are their names?', 'Code': 'Names', 'Topic': 'Naming', 'Keywords': ['Names']}]"
234,ts5_11,So has the four year old started school yet or no?,"Yes, her birthday falls just on the last day of the cutoff. So she started school in September, reception.","[{'Original_Text': 'She started school in September', 'Code': 'Started Preschool in Fall', 'Topic': 'Educational Milestones', 'Keywords': ['Schooling', 'Fall']}]"
