row,id,prompt,answer,label_json
33,ts9_33,"So how important was it to you that your children would be vaccinated for the flu. Is it something that as soon as you, you know, weren't they were eligible, you were making an appointment or was it something that was more like, Well, you know. We'll see.","I'd put it up there as pretty important because obviously nobody wants to see their kids sick with anything. And again, you know, just, by building antibodies throughout childhood it helps them going forward.","[{'Original_Text': ""I'd put it up there as pretty important because obviously nobody wants to see their kids sick with anything."", 'Code': 'Priority of Disease Prevention', 'Topic': 'Parent Perspective', 'Keywords': ['Prevention', 'Importance']}, {'Original_Text': 'Again, you know, just, by building antibodies throughout childhood it helps them going forward.', 'Code': 'Importance of Antibodies', 'Topic': 'Disease Resistance', 'Keywords': ['Antibodies', 'Disease Defense']}]"
35,ts9_35,"Yeah. Um, so once you had gotten that letter. And again, obviously, this was a while ago. But once you've gotten that letter, Do you know how easy the process was getting them vaccinated. Was it just ring up the GP make an appointment. You go in, or was it.","Yeah, it was. I think we just rang up the GP, got an appointment, and brought them in, fortnightly at the most.","[{'Original_Text': 'I think we just rang up the GP, got an appointment', 'Code': 'Call GP for Vaccinations', 'Topic': 'Vaccination Process', 'Keywords': ['Vaccination', 'GP']}, {'Original_Text': 'Bring them in, fortnightly at the most.', 'Code': 'Fortnightly Visits', 'Topic': 'Frequency', 'Keywords': ['Visit', 'Duration']}]"
36,ts9_36,"Yeah. Was it so as any part of the process challenging at all, or was it all just very straightforward?",Very straightforward.,"[{'Original_Text': 'Very straightforward.', 'Code': 'Challenging', 'Topic': 'Process Effectiveness', 'Keywords': ['Process', 'Effectiveness']}]"
37,ts9_37,"So have your children received any other vaccinations, like the standard childhood vaccinations?",Yeah they've all had their full standard childhood vaccinations up to date.,"[{'Original_Text': ""Yeah they've all had their full standard childhood vaccinations up to date."", 'Code': 'Full Childhood Vaccinations', 'Topic': 'Vaccinations', 'Keywords': ['Childhood Vaccinations', 'Health Benefits']}]"
38,ts9_38,And can you explain how you decided they should receive those vaccinations? or was there even a decision to be made there at all?,"There was no real decision to be made at all. I've very much in favour of vaccinations and as is my wife. It was just ""that’s what we're going to do.""","[{'Original Text': 'There was no real decision to be made at all.', 'Code': 'No Decision Needed', 'Topic': 'Vaccination Choice', 'Keywords': ['No Decision', 'Vaccination']}, {'Original Text': ""I've very much in favour of vaccinations"", 'Code': 'Vaccination Favoritism', 'Topic': 'Vaccination Choice', 'Keywords': ['Vaccinations', 'Favoritism']}, {'Original Text': 'As is my wife.', 'Code': 'Family Support', 'Topic': 'Vaccination Choice', 'Keywords': ['Wife', 'Support']}]"
41,ts9_41,Yeah. And was that something that was made available through your employer or was that something you sought out independently?,Something I sought out myself.,"[{'Original_Text': 'Something I sought out myself.', 'Code': 'Self Initiated', 'Topic': 'Employment', 'Keywords': ['Employee Benefit', 'Self Initiated']}]"
43,ts9_43,"Yeah, um, that's great. So yeah, just kind of, you know, those last couple questions are just trying to get a sense for sort of how important vaccination is what what sort of priority, you put on it. So that's great. Thank you. Um, so that is actually all my questions we got through them pretty quickly, which it tends to be fairly easy to do when your  answers are relatively straightforward.",Yeah I imagine that speaking to an antivaxer is a lot more difficult.,"[{'Original_Text': 'Yeah I imagine that speaking to an antivaxer is a lot more difficult', 'Code': 'Anti-Vaccination Challenging', 'Topic': 'Vaccination Discussion', 'Keywords': ['Anti-Vaccination', 'Challenging']}]"
45,ts8_0,"Alright, so we can go ahead and get started with a consent sheet. So I'm going to read you a series of statements and I'll just have you answer either yes or no to each of these","Okay,","[{'Original_Text': 'Yes or No', 'Code': 'Yes/No', 'Topic': 'Consent Questions', 'Keywords': ['Yes', 'No']}, {'Original_Text': 'No', 'Code': 'No', 'Topic': 'Consent Questions', 'Keywords': ['No']}]"
47,ts8_2,"I understand that my participation is voluntary, and then I am free to withdraw it anytime without giving any reason. I also understand that I can decline to answer any questions during the interview.","Yes,","[{'Original_Text': ' Yes', 'Code': 'Agreed to Participation', 'Topic': 'Consent', 'Keywords': ['Participation']}]"
48,ts8_3,I understand that information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with the study and give permission for these individuals to have access to this information.,Yes.,"[{'Original_Text': 'Yes.', 'Code': 'Permission Given', 'Topic': 'Data Access', 'Keywords': ['Access', 'Data']}]"
49,ts8_4,I understand that information collected during the interview may be shared with other researchers for use in future research or teaching purposes that the data will be thoroughly anonymized first.,Yeah.,"[{'Original_Text': 'Information shared.', 'Code': 'Information Shared', 'Topic': 'Informed Consent', 'Keywords': ['Information', 'Consent']}, {'Original_Text': 'Interview Data will be anonymised.', 'Code': 'Anonymity', 'Topic': 'Informed Consent', 'Keywords': ['Anonymised', 'Privacy']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Affirmation', 'Topic': 'Informed Consent', 'Keywords': ['Informed Consent', 'Agreement']}]"
51,ts8_6,"I understand that direct quotations may be taken from what I say and used in research or publications, but that I will not be identifiable from these quotations.",Yes,"[{'Original_Text': 'Input', 'Code': 'Informed Consent Given', 'Topic': 'Informed Consent', 'Keywords': []}]"
52,ts8_7,I agree to take part in this study.,Yes,"[{'Original_Text': 'Yes', 'Code': 'Yes, I agree', 'Topic': 'Study Consent', 'Keywords': ['Yes']}]"
55,ts8_10,"Um, so that's out of the way we can move on to some of the questions here. So can you tell me a little bit about your child. Like, how old are they? You said he, right?","Yeah, he’s [Child]. He's coming up to two and a half in two weeks. He was born in January 2018. He's obviously currently mainly at home, he's back at nursery two days a week now.","[{'Original_Text': ""Yeah, he’s [Child]. He's coming up to two and a half in two weeks."", 'Code': 'Childs Age 2.5', 'Topic': 'Child', 'Keywords': ['Age', 'Years Old']}, {'Original_Text': 'He was born in January 2018.', 'Code': 'Childs Birth', 'Topic': 'Child', 'Keywords': ['Birth', 'Date']}, {'Original_Text': ""He's obviously currently mainly at home, he's back at nursery two days a week now."", 'Code': 'Nursery', 'Topic': ""Child's Activities"", 'Keywords': ['Nursery', 'Days of Week']}, {'Original_Text': '', 'Code': '', 'Topic': '', 'Keywords': []}]"
56,ts8_11,"Yeah. How is he doing at home? or maybe the better question is, how are you doing with having him at home?","Yeah, you know, it took a few weeks to, to shake down into a routine. I've been splitting childcare with my husband, he's also working from home. So it's taken a while to get used to. But we were all fine. And I think the university has been pretty good in terms accomodating.","[{'Original_Text': 'Yeah, you know, it took a few weeks to, to shake down into a routine.', 'Code': 'Shakedown to Routine', 'Topic': 'Routine', 'Keywords': ['Routine', 'Transition']}, {'Original_Text': ""I've been splitting childcare with my husband, he's also working from home."", 'Code': 'Splitting Carework', 'Topic': 'Responsibility Sharing', 'Keywords': ['Husband', 'Carework']}]"
58,ts8_13,"Yeah, I'm sure it's nice to have him back at nursery, just so that he can see some other faces and interact with some other people.","Yeah, he loves other children.","[{'Original_Text': 'Yeah, he loves other children.', 'Code': 'Loves other kids', 'Topic': 'Interaction', 'Keywords': ['other children', 'interaction']}]"
59,ts8_14,"Yeah. Um, so he's your only child. Is that right? yeah.","Yeah, that's right.","[{'Original_Text': ""Yeah, that's right."", 'Code': 'Only Child', 'Topic': 'Family Make-up', 'Keywords': ['Only', 'Child']}]"
61,ts8_16,"[Child], right sorry I know you said that.","Thats okay, don't worry.","[{'Original_Text': ""Thats okay, don't worry."", 'Code': 'Understand', 'Topic': 'Understanding Response/Concern', 'Keywords': ['Understand', 'Concern']}]"
62,ts8_17,So can you tell me a little bit about what you know about the flu? Just sort of your first impressions when you hear the word flu?,"Hmm. Um, I guess. I mean, I've had the flu, maybe twice in my life as a teenager and as a fresher. Both times were horrendous not, not something I would ever wish on anyone and I know that it can be more dangerous that folder people pregnant women, children. I used to get given a flu vaccine when I worked for a private company. They used to pay for staff to have them. And I've always thought that was a really good idea because it's just an unpleasant illness. It's preventable obviously. I guess the vaccine depends on whether they've identified the most virulent strain that year. And there are other strains and things going around. So it's not foolproof. But yeah, just what I know about it is that flu is pretty contagious, pretty unpleasant illness I guess that affects people globally.","[{'Original_Text': 'I know it can be more dangerous than other sorts of illness', 'Code': 'Flu more dangerous than other illnesses', 'Topic': 'Flu Severity', 'Keywords': ['Severity', 'Dangerous', 'Other illnesses']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'Interviewer: I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.', 'Code': 'Consent to Record', 'Topic': 'Recording', 'Keywords': ['Record', 'Consent']}, {'Original_Text': 'Answer: Yeah', 'Code': 'Agreed to Record Interview', 'Topic': 'Recording', 'Keywords': ['Yes', 'Record']}]"
52,ts8_7,I agree to take part in this study.,Yes,"[{'Original_Text': 'I agree to take part in this study.', 'Code': 'No Flu Experience', 'Topic': ""Child's Health"", 'Keywords': ['Flu', 'Illness History']}]"
53,ts8_8,"Excellent. And then there's just two other things here. If you'd like to receive a copy of the research findings. You can either tell me that. Now, or you can email me after our interview if you'd like to get a summary at the end of the study.",That's great. Yeah.,"[{'Original_Text': ""That's great. Yeah."", 'Code': 'Open to Receiving Findings', 'Topic': 'Information Reception', 'Keywords': ['Findings']}]"
54,ts8_9,"Yeah, absolutely. So I can send those to your email address that we corresponded on once I finish my dissertation, so towards the end of August,  you can expect to see that. Yeah, um, and if you'd like to receive a hard copy of the study documents I can mail you those.","No, don't worry. Soft copies of things is fine.","[{'Original_Text': ""No, don't worry. Soft copies of things is fine."", 'Code': 'Soft Copies Available', 'Topic': 'Study Documentation', 'Keywords': ['Documentation']}]"
56,ts8_11,"Yeah. How is he doing at home? or maybe the better question is, how are you doing with having him at home?","Yeah, you know, it took a few weeks to, to shake down into a routine. I've been splitting childcare with my husband, he's also working from home. So it's taken a while to get used to. But we were all fine. And I think the university has been pretty good in terms accomodating.",[{'Key': ''}]
57,ts8_12,"Yeah, its nice to hear that.","And then obviously He's back in nursery two days, which he's loving. But coming back very tired. So that's changed the dynamic a bit again. But no, it's been okay.","[{'Original_Text': ""But coming back very tired. So that's changed the dynamic a bit again"", 'Code': 'Child Getting Exhausted', 'Topic': ""Child's Wellbeing"", 'Keywords': ['Tiredness', 'Exhaustion']}, {'Original_Text': ""But no, it's been okay."", 'Code': ""Child's Flu Experience has been relatively easy."", 'Topic': ""Child's Flu Experience"", 'Keywords': ['Flu Experience']}, {'Original_Text': 'Its nice to hear that', 'Code': 'Flu Experiences Shared with Social Circle', 'Topic': 'Social Knowledge', 'Keywords': ['Flu Experiences', 'Sharing']}]"
58,ts8_13,"Yeah, I'm sure it's nice to have him back at nursery, just so that he can see some other faces and interact with some other people.","Yeah, he loves other children.","[{'Original_Text': 'He loves other children', 'Code': 'Socialization with Others', 'Topic': 'Child Development', 'Keywords': ['Social Development']}]"
59,ts8_14,"Yeah. Um, so he's your only child. Is that right? yeah.","Yeah, that's right.","[{'Original_Text': ""Yeah, that's right."", 'Code': 'One Child', 'Topic': 'Family Information', 'Keywords': ['Child', 'Number of Children']}]"
61,ts8_16,"[Child], right sorry I know you said that.","Thats okay, don't worry.","[{'Original_Text': ""Thats okay, don't worry."", 'Code': 'Child Name', 'Topic': ""Child's Name"", 'Keywords': ['Child', ""Child's Name""]}]"
64,ts8_19,"Yeah. Is it something you think, like does it come on really fast, or is it something that is, you know, kind of a slower, like most childhood illnesses like you sort of see it over a few days?","Yeah, I'm not. I hadn't thought about that. I guess I would consider it something that came on over, say, one to two days. I wouldn't think of it as being a really slow burner. I wouldn't think of something appearing overnight.But I might be wrong about that. I think you'd get that sense of them starting to be a bit on well a bit wingey and then get that temperature. Maybe going floppy if it got really bad.",[{}]
49,ts8_4,I understand that information collected during the interview may be shared with other researchers for use in future research or teaching purposes that the data will be thoroughly anonymized first.,Yeah.,"[{'Original_Text': 'I understand that information collected during the interview may be shared with other researchers for use in future research or teaching purposes that the data will be thoroughly anonymized first.', 'Code': 'Understanding of Confidentiality', 'Topic': 'Information Confidentiality', 'Keywords': []}, {'Original_Text': 'Yeah.', 'Code': 'Yes', 'Topic': 'Response', 'Keywords': ['Affirmative']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Yes', 'Topic': 'Agreement', 'Keywords': ['Preference', 'Preference Meeting']}]"
52,ts8_7,I agree to take part in this study.,Yes,"[{'Original_Text': 'Yes', 'Code': 'Yes', 'Topic': '', 'Keywords': ['Yes']}]"
55,ts8_10,"Um, so that's out of the way we can move on to some of the questions here. So can you tell me a little bit about your child. Like, how old are they? You said he, right?","Yeah, he’s [Child]. He's coming up to two and a half in two weeks. He was born in January 2018. He's obviously currently mainly at home, he's back at nursery two days a week now.","[{'Original_Text': ""Yeah, he's [Child]. He's coming up to two and a half in two weeks."", 'Code': ""Child's Age"", 'Topic': ""Child's Age"", 'Keywords': ['Age', '[Child]']}, {'Original_Text': 'He was born in January 2018.', 'Code': 'Date of Birth', 'Topic': ""Child's Date of Birth"", 'Keywords': ['Date of Birth', '[Child]']}]"
57,ts8_12,"Yeah, its nice to hear that.","And then obviously He's back in nursery two days, which he's loving. But coming back very tired. So that's changed the dynamic a bit again. But no, it's been okay.","[{'Original_Text': ""And then obviously He's back in nursery two days, which he's loving."", 'Code': '', 'Topic': '', 'Keywords': []}, {'Original_Text': 'But coming back very tired.', 'Code': '', 'Topic': '', 'Keywords': []}, {'Original_Text': ""So that's changed the dynamic a bit again."", 'Code': '', 'Topic': '', 'Keywords': []}, {'Original_Text': ""But no, it's been okay."", 'Code': '', 'Topic': '', 'Keywords': []}]"
58,ts8_13,"Yeah, I'm sure it's nice to have him back at nursery, just so that he can see some other faces and interact with some other people.","Yeah, he loves other children.","[{'Original_Text': 'Yeah, he loves other children.', 'Code': 'Loves Interaction with Other Children', 'Topic': 'Socialization', 'Keywords': ['Other Children', 'Social Interactions']}]"
59,ts8_14,"Yeah. Um, so he's your only child. Is that right? yeah.","Yeah, that's right.","[{'Original_Text': 'yeah.', 'Code': 'Only Child', 'Topic': 'Number and Type of Children', 'Keywords': ['Child', 'Only']}]"
60,ts8_15,"Okay. Um, so, and what's his name again?",[Child].,"[{'Original_Text': 'Interviewer: Okay.', 'Code': 'No Coding', 'Topic': 'No Coding', 'Keywords': ['No Coding']}, {'Original_Text': ""so, and what's his name again?"", 'Code': 'Asking Name', 'Topic': 'Demographics', 'Keywords': ['Asking']}, {'Original_Text': 'Answer: [Child].', 'Code': 'Answering Name', 'Topic': 'Demographics', 'Keywords': ['Answer']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'The interview will be video audio recorded according to my preference typed out and that all identifying personal details will be removed.', 'Code': 'Consenting to Interview', 'Topic': 'Informed Consent', 'Keywords': ['Record', 'Personal Information']}, {'Original_Text': 'I understand that', 'Code': 'I Understand That', 'Topic': 'Understanding', 'Keywords': ['Understand']}, {'Original_Text': 'the interview will be video audio recorded according to my preference typed out', 'Code': 'Record According to Preference', 'Topic': 'Recording Preference', 'Keywords': ['Preference', 'Recording']}, {'Original_Text': 'and that all identifying personal details will be removed.', 'Code': 'All Identifying Information Removed', 'Topic': 'Anonymization', 'Keywords': ['Personal Information', 'Remove']}]"
53,ts8_8,"Excellent. And then there's just two other things here. If you'd like to receive a copy of the research findings. You can either tell me that. Now, or you can email me after our interview if you'd like to get a summary at the end of the study.",That's great. Yeah.,"[{'Original_Text': ""If you'd like to receive a copy of the research findings."", 'Code': 'Receive Study Summary', 'Topic': 'Summary', 'Keywords': ['Summary', 'Receive']}, {'Original_Text': ""You can either tell me that. Now, or you can email me after our interview if you'd like to get a summary at the end of the study."", 'Code': 'Contact Researcher with Email', 'Topic': 'Contact', 'Keywords': ['Researcher', 'Email']}]"
55,ts8_10,"Um, so that's out of the way we can move on to some of the questions here. So can you tell me a little bit about your child. Like, how old are they? You said he, right?","Yeah, he’s [Child]. He's coming up to two and a half in two weeks. He was born in January 2018. He's obviously currently mainly at home, he's back at nursery two days a week now.","[{'Original_Text': ""He's coming up to two and a half"", 'Code1': '', 'Code2': '', 'Code3': '', 'Keywords': ['Age']}, {'Original_Text': 'He was born in January 2018 ', 'Code1': '', 'Code2': '', 'Code3': '', 'Keywords': ['Born', 'Date']}, {'Original_Text': ""He's obviously currently mainly at home, he's back at nursery two days a week now."", 'Code1': '', 'Code2': '', 'Code3': '', 'Keywords': ['Home', 'Nursery', 'Days']}]"
56,ts8_11,"Yeah. How is he doing at home? or maybe the better question is, how are you doing with having him at home?","Yeah, you know, it took a few weeks to, to shake down into a routine. I've been splitting childcare with my husband, he's also working from home. So it's taken a while to get used to. But we were all fine. And I think the university has been pretty good in terms accomodating.","[{'Original_Text': 'Yeah, you know, it took a few weeks to, to shake down into a routine.', 'Code': 'Weekly Adjustment', 'Topic': 'Adjustment over time', 'Keywords': ['Weeks', 'Routine']}, {'Original_Text': ""I've been splitting childcare with my husband, he's also working from home"", 'Code': 'Share child care', 'Topic': 'Child Care', 'Keywords': ['Child Care', 'Sharing']}]"
59,ts8_14,"Yeah. Um, so he's your only child. Is that right? yeah.","Yeah, that's right.","[{'Original_Text': ""Yeah, that's right."", 'Code': 'Only Child', 'Topic': 'Family History', 'Keywords': ['Only Child', 'Family Composition']}]"
60,ts8_15,"Okay. Um, so, and what's his name again?",[Child].,"[{'Original_Text': 'Interviewer: Okay.', 'Code': 'Unknown', 'Topic': 'Unknown', 'Keywords': ['Unknown']}, {'Original_Text': ""Interviewer: Umm, So and what's his name again?"", 'Code:': 'Unknown', 'Topic': 'Unknown', 'Keywords': ['Unknown']}, {'Original_Text': 'Answer: [CHILD]', 'Code': 'Unknown', 'Topic': 'Unknown', 'Keywords': ['Unknown']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'Yeah', 'Code': 'Informed Consent Agree', 'Topic': 'Informed Consent', 'Keywords': ['Consent Details']}]"
51,ts8_6,"I understand that direct quotations may be taken from what I say and used in research or publications, but that I will not be identifiable from these quotations.",Yes,"[{'Original_Text': 'Yes', 'Code': 'Consent Obtained', 'Topic': 'Consent', 'Keywords': ['Yes']}]"
52,ts8_7,I agree to take part in this study.,Yes,"[{'Original_Text': 'Yes', 'Code': 'Yes', 'Topic': 'Parental Agreement', 'Keywords': ['Yes']}]"
54,ts8_9,"Yeah, absolutely. So I can send those to your email address that we corresponded on once I finish my dissertation, so towards the end of August,  you can expect to see that. Yeah, um, and if you'd like to receive a hard copy of the study documents I can mail you those.","No, don't worry. Soft copies of things is fine.","[{'Original_Text': 'I can send those to your email address that we corresponded on once', 'Code': 'Email Correspondence', 'Topic': 'Correspondence Method', 'Keywords': ['Email', 'Correspondence']}, {'Original_Text': 'I can mail you those.', 'Code': 'Will Mail to you', 'Topic': 'Physical Mail Communication', 'Keywords': ['Mail']}, {'Original_Text': ""No, don't worry. Soft copies of things is fine"", 'Code': 'Soft Copy Desired', 'Topic': 'Requested Document Type', 'Keywords': ['Document', 'Soft Copy']}]"
55,ts8_10,"Um, so that's out of the way we can move on to some of the questions here. So can you tell me a little bit about your child. Like, how old are they? You said he, right?","Yeah, he’s [Child]. He's coming up to two and a half in two weeks. He was born in January 2018. He's obviously currently mainly at home, he's back at nursery two days a week now.","[{'Original_Text': ""He's currently mainly at home"", 'Code': 'At Home Currently', 'Topic': ""Child's Environment"", 'Keywords': ['Childcare', 'Environment']}, {'Original_Text': ""He's back at nursery two days a week now."", 'Code': 'Nursery Attended', 'Topic': 'Childcare', 'Keywords': ['Nursery', 'Environment']}]"
56,ts8_11,"Yeah. How is he doing at home? or maybe the better question is, how are you doing with having him at home?","Yeah, you know, it took a few weeks to, to shake down into a routine. I've been splitting childcare with my husband, he's also working from home. So it's taken a while to get used to. But we were all fine. And I think the university has been pretty good in terms accomodating.","[{'Original_Text': 'It took a few weeks to, to shake down into a routine.', 'Code': 'Routine Developing', 'Topic': 'Daily Routines', 'Keywords': ['Routines', 'Developing']}, {'Original_Text': 'But I think the university has been pretty good in terms accomodating.', 'Code': ""University Understanding Student's Needs"", 'Topic': 'University Services', 'Keywords': ['University', 'Flexibility']}, {'Original_Text': 'We were all fine', 'Code': 'All Fine', 'Topic': ""Child's Well-Being"", 'Keywords': ['Health', 'Child Status']}]"
58,ts8_13,"Yeah, I'm sure it's nice to have him back at nursery, just so that he can see some other faces and interact with some other people.","Yeah, he loves other children.","[{'Original_Text': 'Yeah, he loves other children.', 'Code': ''}]"
59,ts8_14,"Yeah. Um, so he's your only child. Is that right? yeah.","Yeah, that's right.","[{'Original_Text': ""Yeah, that's right"", 'Code': 'Only Child', 'Topic': 'Child Stats', 'Keywords': ['Only', 'Child']}]"
61,ts8_16,"[Child], right sorry I know you said that.","Thats okay, don't worry.","[{'Original_Text': ""Thats okay, don't worry."", 'Code': 'Participant Being Accommodating towards Participant', 'Topic': 'Participant Interactions', 'Keywords': ['Participant']}]"
62,ts8_17,So can you tell me a little bit about what you know about the flu? Just sort of your first impressions when you hear the word flu?,"Hmm. Um, I guess. I mean, I've had the flu, maybe twice in my life as a teenager and as a fresher. Both times were horrendous not, not something I would ever wish on anyone and I know that it can be more dangerous that folder people pregnant women, children. I used to get given a flu vaccine when I worked for a private company. They used to pay for staff to have them. And I've always thought that was a really good idea because it's just an unpleasant illness. It's preventable obviously. I guess the vaccine depends on whether they've identified the most virulent strain that year. And there are other strains and things going around. So it's not foolproof. But yeah, just what I know about it is that flu is pretty contagious, pretty unpleasant illness I guess that affects people globally.","[{'Original_Text': 'Um, I guess.', 'Code': 'Intro to Topic', 'Topic': 'Intro to Topic', 'Keywords': ['Flu', 'Illness History']}]"
63,ts8_18,"Yeah. Can you tell me what sort of like, if [Child] was coming down with the flu, what symptoms would you expect to see him developing? What things would tip you off that he was coming down with flu?","A high temperature. Obviously he's, if he's quite young child so crying, very sort of flushed... what else would I expect? Maybe, maybe sort of clammy, sweaty, not sleeping, very clingy, off his food. I mean, so many childhood diseases start with those symptoms but those, those are the, what I would expect to see.","[{'original_text': '[Child is] a little bit hot', 'code': 'Child Hot', 'topic': 'Symptoms', 'keywords': ['Symptoms', 'Child']}, {'original_text': 'And he just, he just, he seems a lot more ill than when he just has a cold, even though it goes hand in hand sometimes cold makes you feel hot and the hotness makes you feel ill.', 'code': 'Ill Compared to Cold', 'topic': 'Comparison', 'keywords': ['Comparison', 'Cold']}, {'original_text': 'But yeah, he just, he just has to be a lot more miserable', 'code': 'Miserable When Ill', 'topic': 'Symptoms', 'keywords': ['Symptoms', 'Child Miserable']}]"
49,ts8_4,I understand that information collected during the interview may be shared with other researchers for use in future research or teaching purposes that the data will be thoroughly anonymized first.,Yeah.,"[{'Original_Text': 'Yeah.', 'Code': 'No Concerns Over Identity Protection', 'Topic': 'Concerns Over Protection of Personal Information', 'Keywords': ['Identity', 'Permissions']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'I understand that the interview will be audio-video recorded according to my preference typed out and that all identifying personal details will be removed.', 'Code': 'Consent Recorded', 'Topic': 'Consent', 'Keywords': ['Consent', 'AudioRecord', 'VideoRecord', 'AudioVideoRecord']}]"
51,ts8_6,"I understand that direct quotations may be taken from what I say and used in research or publications, but that I will not be identifiable from these quotations.",Yes,"[{'Original_Text': 'Direct quotation of subject response', 'Code': 'Valid Informed Consent', 'Topic': 'Informed Consent', 'Keywords': ['Direct Quotation', 'Informed Consent']}]"
53,ts8_8,"Excellent. And then there's just two other things here. If you'd like to receive a copy of the research findings. You can either tell me that. Now, or you can email me after our interview if you'd like to get a summary at the end of the study.",That's great. Yeah.,"[{'Original_Text': ""That's great. Yeah."", 'Code': 'Willing to Receive a Research Summary', 'Topic': 'Post-Interview Interaction', 'Keywords': ['Research Data', 'Summary']}]"
54,ts8_9,"Yeah, absolutely. So I can send those to your email address that we corresponded on once I finish my dissertation, so towards the end of August,  you can expect to see that. Yeah, um, and if you'd like to receive a hard copy of the study documents I can mail you those.","No, don't worry. Soft copies of things is fine.","[{'Original_Text': 'So I can send those to your email address that we corresponded on once I finish my dissertation', 'Code': 'Send via Email at End of Dissertation Period', 'Topic': 'Delivery Method', 'Keywords': ['Email', 'Dissertation']}, {'Original_Text': ""Yeah, um, and if you'd like to receive a hard copy of the study documents I can mail you those"", 'Code': 'Hard Copy Available on Request', 'Topic': 'Delivery Method', 'Keywords': ['Hard Copy', 'Mail']}]"
58,ts8_13,"Yeah, I'm sure it's nice to have him back at nursery, just so that he can see some other faces and interact with some other people.","Yeah, he loves other children.","[{'Original_Text': 'Yeah, he loves other children.', 'Code': 'Likes Kids', 'Topic': 'Personality', 'Keywords': ['Kid', 'Personality']}]"
59,ts8_14,"Yeah. Um, so he's your only child. Is that right? yeah.","Yeah, that's right.","[{'Original_Text': ""Yeah, that's right."", 'Code': 'One Child', 'Topic': 'Family Structure', 'Keywords': ['Child Number', 'Siblings']}]"
50,ts8_5,I understand that the interview will be audio video recorded according to my preference typed out and that all identifying personal details will be removed.,Yeah,"[{'Original_Text': 'Yeah.', 'Code': 'Participant Permission Agree', 'Topic': 'Permissions', 'Keywords': ['Audio Recording Permission', 'Identifier Removal Permission']}]"
51,ts8_6,"I understand that direct quotations may be taken from what I say and used in research or publications, but that I will not be identifiable from these quotations.",Yes,"[{'Original_Text': 'Yes', 'Code': 'Allow Quotations', 'Topic': '', 'Keywords': ''}]"
53,ts8_8,"Excellent. And then there's just two other things here. If you'd like to receive a copy of the research findings. You can either tell me that. Now, or you can email me after our interview if you'd like to get a summary at the end of the study.",That's great. Yeah.,"[{'Original_Text': 'Yes', 'Code': 'Yes', 'Topic': 'Participant Consent', 'Keywords': ['Participation']}]"
54,ts8_9,"Yeah, absolutely. So I can send those to your email address that we corresponded on once I finish my dissertation, so towards the end of August,  you can expect to see that. Yeah, um, and if you'd like to receive a hard copy of the study documents I can mail you those.","No, don't worry. Soft copies of things is fine.","[{'Original_Text': 'I can send those to your email address', 'Code': 'Contact Through Email', 'Topic': 'Communication', 'Keywords': ['Email', 'Participant']}, {'Original_Text': 'towards the end of August', 'Code': 'End of August Delivery Date', 'Topic': 'Timeline', 'Keywords': ['Timeline', 'Duration']}, {'Original_Text': 'You can expect to see that.', 'Code': 'Expectation of Email Delivery', 'Topic': 'Timeline', 'Keywords': ['Confirmation', 'Expectation']}, {'Original_Text': 'Soft copies of things is fine.', 'Code': 'Soft Copies Sufficient', 'Topic': 'Hard Copy Preference', 'Keywords': ['Hard Copy', 'Soft Copy']}]"
55,ts8_10,"Um, so that's out of the way we can move on to some of the questions here. So can you tell me a little bit about your child. Like, how old are they? You said he, right?","Yeah, he’s [Child]. He's coming up to two and a half in two weeks. He was born in January 2018. He's obviously currently mainly at home, he's back at nursery two days a week now.","[{'Original_Text': ""He's coming up to two and a half"", 'Code': 'Two and a Half Years Old', 'Topic': 'Child Age', 'Keywords': []}, {'Original_Text': 'He was born in January 2018', 'Code': 'Born January 2018', 'Topic': 'Birth Date', 'Keywords': []}, {'Original_Text': ""He's obviously currently mainly at home, he's back at nursery two days a week now."", 'Code': 'Nursery Part Time', 'Topic': 'Activities', 'Keywords': ['Nursery', 'Two Days']}]"
